index,text,cleaned_text,sentiment
8285,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…","rt @ monaeltahawy : oh boy : `` social issue '' = gop code control woman 's body & amp ; sexuality . hold tight , twitterland # …",positive
8286,RT @TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/88QwTnPuIR,rt @ teatraitors : # gopdebate still clown show ! 'm glad head clown trump helping destroy gop . http : //t.co/88qwtnpuir,positive
8287,RT @Jackie_Pepper: #Jeb is giving me some serious Janet Reno tonight. #GOPDebate http://t.co/VxfY7MS1WG,rt @ jackie_pepper : # jeb giving serious janet reno tonight . # gopdebate http : //t.co/vxfy7ms1wg,positive
8288,"With some of @realDonaldTrump's past positions, it would have been fun to see him run against @HillaryClinton in Democrat Primary #GOPDebate","@ realdonaldtrump 's past position , would fun see run @ hillaryclinton democrat primary # gopdebate",positive
8289,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,rt @ monaeltahawy : seriously : gop voter think god talk presidential candidate ? # christianbrotherhood # gopdebates,positive
8290,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…","rt @ monaeltahawy : oh boy : `` social issue '' = gop code control woman 's body & amp ; sexuality . hold tight , twitterland # …",positive
8291,"RT @SupermanHotMale: Dear Ted Cruz, what do scriptures say about you lying about our very good President? That's what I thought #GopDebates","rt @ supermanhotmale : dear ted cruz , scripture say lying good president ? 's thought # gopdebates",positive
8292,"RT @clairechansen: Hey Trump, refraining calling women ""fat pigs"" and ""whores"" isn't being politically correct, it's being a decent human. …","rt @ clairechansen : hey trump , refraining calling woman `` fat pig '' `` whore '' n't politically correct , 's decent human . …",negative
8293,Was that a #GOPDebate last night? All the smack they were talking about each other seemed more like leaked lyrics from their diss tracks,# gopdebate last night ? smack talking seemed like leaked lyric dis track,positive
8294,Because we can't make up this shit. #GOPDebate #lol,ca n't make shit . # gopdebate # lol,positive
8295,.@JohnKasich surprises me again with his #gaymarriage answer. I like this guy. #GOPDebate,. @ johnkasich surprise # gaymarriage answer . like guy . # gopdebate,positive
8296,"RT @TruthTeamOne: If I understand his statement correctly, Mike Huckabee believes fertilized eggs should be able to vote.
#GOPDebate #RWNJ","rt @ truthteamone : understand statement correctly , mike huckabee belief fertilized egg able vote . # gopdebate # rwnj",positive
8297,Only in America could Trump be a serious contender to lead the country #GOPDebate,america could trump serious contender lead country # gopdebate,positive
8298,RT @guypbenson: I predicted big ratings for Fox's #GOPDebate. I did not expect they'd be this big... http://t.co/IJseDrcUlZ,rt @ guypbenson : predicted big rating fox 's # gopdebate . expect 'd big ... http : //t.co/ijsedrculz,positive
8299,RT @GrannyT6: #ImWithHuck #GOPDebate #DNA defines a person. 5th &amp; 14th Amendments guarantee a person the #RightToLife #DontBackDown http://…,rt @ grannyt6 : # imwithhuck # gopdebate # dna defines person . 5th & amp ; 14th amendment guarantee person # righttolife # dontbackdown http : //…,positive
8300,Only thing Trumps brings is what we never get from a politician: he honestly gives zero fucks what you think about his ideas. #GOPdebates,thing trump brings never get politician : honestly give zero fuck think idea . # gopdebates,negative
8301,“@foxnewspolitics: Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed,“ @ foxnewspolitics : behind fox debate : anchor hashed question # gopdebate failed,negative
8302,@ElianaBenador @PoliticalShort @Samlove0313Love @_AndyBryant @ebenjones @mjgranger1 #GOPDebate Trump too selfish &amp; immature to have power.,@ elianabenador @ politicalshort @ samlove0313love @ _andybryant @ ebenjones @ mjgranger1 # gopdebate trump selfish & amp ; immature power .,negative
8303,"@ltmd11 yes! Watching both #GOPDebate with you was def fun.. #GOP has a deep field, but have to start cutting down on number of candidates..","@ ltmd11 yes ! watching # gopdebate def fun .. # gop deep field , start cutting number candidate ..",positive
8304,Trump's the drunk guy no one wants at the party #GOPDebate,trump 's drunk guy one want party # gopdebate,positive
8305,"RT @thehiredmind: Trumpians: In the FIRST question, Trump said he would gladly get Hillary elected? How are you not getting this? #GOPDebate","rt @ thehiredmind : trumpians : first question , trump said would gladly get hillary elected ? getting ? # gopdebate",positive
8306,Rand Paul is out b/c America does not need an isolationist as President &amp; he seemed a little bit negative toward Israel #GOPDebate #RSG15,rand paul b/c america need isolationist president & amp ; seemed little bit negative toward israel # gopdebate # rsg15,negative
8307,#GOPDebate was ok Some questions were irrelevant! Ppl are more concerned about their feelings getting hurt than making America great again!,# gopdebate ok question irrelevant ! ppl concerned feeling getting hurt making america great !,positive
8308,"Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" http://t.co/B7TI3hVn7p",frank luntz : # gopdebate `` great news ted cruz '' http : //t.co/b7ti3hvn7p,positive
8309,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
8310,"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…","rt @ cat_1012000 : thanks @ foxtv holding # gopdebates million people know 're better balanced msn , abc , cbs ... # …",positive
8311,RT @johnlundin: 17 Funniest Tweets on #GOPDebate Failing to Even Mention Climate Change http://t.co/CxOXwPA3j0 #climate,rt @ johnlundin : 17 funniest tweet # gopdebate failing even mention climate change http : //t.co/cxoxwpa3j0 # climate,positive
8312,"#GOPDebate Reps r like minions, searching 4 the guy who acts the most evil 2 make their boss. @realDonaldTrump could learn from that movie.","# gopdebate rep r like minion , searching 4 guy act evil 2 make bos . @ realdonaldtrump could learn movie .",negative
8313,RT @JessicaValenti: Thinking of tweeting the debate the way the media covers women in politics. GAWD THEIR VOICES ARE GRATING #GOPDebate,rt @ jessicavalenti : thinking tweeting debate way medium cover woman politics . gawd voice grating # gopdebate,negative
8314,RT @monaeltahawy: Paging the Donald: you can't beat Jamaica in soccer either #GOPDebates,rt @ monaeltahawy : paging donald : ca n't beat jamaica soccer either # gopdebates,positive
8315,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,rt @ donniewahlberg : enjoyed # gopdebates looking forward # democraticdebates next .,positive
8316,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
8317,@FoxNews address #PlannedParenthood and the butcher of babies for profit! #GOPDebate #GOPDebates,@ foxnews address # plannedparenthood butcher baby profit ! # gopdebate # gopdebates,positive
8318,"RT @BuckSexton: You also get the sense that @CarlyFiorina is actually the competent executive that Hillary Clinton pretends to be, but neve…","rt @ bucksexton : also get sense @ carlyfiorina actually competent executive hillary clinton pretend , neve…",positive
8319,"RT @GovMikeHuckabee: .@FrankLuntz #GOPDebate analysis, ""Who won? @GovMikeHuckabee"" --&gt; http://t.co/fWGhqVZ9dG #ImWithHuck","rt @ govmikehuckabee : . @ frankluntz # gopdebate analysis , `` ? @ govmikehuckabee '' -- & gt ; http : //t.co/fwghqvz9dg # imwithhuck",positive
8320,I have been trolling every debate poll I see a link to by voting for Trump as the winner. #polltrolling #GOPDebate,trolling every debate poll see link voting trump winner . # polltrolling # gopdebate,positive
8321,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him …",rt @ jrehling : # gopdebate donald trump say n't time political correctness . calling woman `` fat pig '' save …,positive
8322,Trump's hand gestures are second to those of the season one Power Rangers #GOPDebates,trump 's hand gesture second season one power ranger # gopdebates,positive
8323,"RT @AlishaGrauso: I can't be the only one who has the Benny Hill theme song running through my head during the #GOPDebate, right?","rt @ alishagrauso : ca n't one benny hill theme song running head # gopdebate , right ?",positive
8324,RT @Chic4USA: Aaaand #megynfail brings in DNC chair to take down Trump thru women's rights. My gender once again used as fear tool. Ugh #GO…,rt @ chic4usa : aaaand # megynfail brings dnc chair take trump thru woman 's right . gender used fear tool . ugh # go…,negative
8325,The #DonaldTrump show! #foxnews #GOPDebate http://t.co/fO3D5Ad0ag,# donaldtrump show ! # foxnews # gopdebate http : //t.co/fo3d5ad0ag,positive
8326,"@guypbenson No Guy. Trump shoots the messenger, as he did with Meagan Kelly last night. Must be a habitual response of his. #GOPDebate","@ guypbenson guy . trump shoot messenger , meagan kelly last night . must habitual response . # gopdebate",negative
8327,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",rt @ lindasuhler : jeb stand `` act love '' ; comment earned legal status [ boo ] # noamnesty http : //t.co/himscrvikr # gopdebates,positive
8328,It's hard to pick one I dislike the most. #GOPdebates #clowncar Dems gonna kept the White House,'s hard pick one dislike . # gopdebates # clowncar dems gon na kept white house,negative
8329,"candidates' Christian comments?! @GovMikeHuckabee @marcorubio
build a wall, prostitutes, illegals, #probirth cut medicare.. #GOPDebate","candidate ' christian comment ? ! @ govmikehuckabee @ marcorubio build wall , prostitute , illegals , # probirth cut medicare .. # gopdebate",negative
8330,"Carly Fiorina = 3 Time Loser 😑
#GOPDebate http://t.co/wNgLdHxPOp",carly fiorina = 3 time loser 😑 # gopdebate http : //t.co/wngldhxpop,negative
8331,"Wouldn't this be refreshing?
@tedcruz @RealBenCarson #GOPDebate  #ThinkBeforeYouVote #Stand #WillNeverLie  https://t.co/Vgz4knFXK7",would n't refreshing ? @ tedcruz @ realbencarson # gopdebate # thinkbeforeyouvote # stand # willneverlie http : //t.co/vgz4knfxk7,positive
8332,"RT @StevenSinger3: #BATSask does Pro-Life include the lives of school kids or just fetuses? Support public schools?
https://t.co/qjG1hSVqd1…",rt @ stevensinger3 : # batsask pro-life include life school kid fetus ? support public school ? http : //t.co/qjg1hsvqd1…,positive
8333,RT @Bnyutu: So @JohnKasich says we should respects all take care of the poor &amp; the sick ...Bad news he's Not getting the #GOP  nomination  …,rt @ bnyutu : @ johnkasich say respect take care poor & amp ; sick ... bad news 's getting # gop nomination …,negative
8334,Privatize everything. Fuck you Chris Christie. #GOPDebates,privatize everything . fuck chris christie . # gopdebates,negative
8335,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,rt @ rwsurfergirl : n't chris wallace ask politicans finance money come ? 🇺🇸 # gopdebate …,positive
8336,#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  https://t.co/TgOwCHxf3x,# gopdebate # trump breaking record ! 's polished politician . make love even . http : //t.co/tgowchxf3x,positive
8337,RT @alexandraheuser: LOL Sad but TRUE #FoxNews on decline as Conservatives abandon big business media elite $$$ bandwagon. #GOPDebate  http…,rt @ alexandraheuser : lol sad true # foxnews decline conservative abandon big business medium elite $ $ $ bandwagon . # gopdebate http…,negative
8338,RT @BettyFckinWhite: We must repeal and replace Benghazi. #GOPDebates,rt @ bettyfckinwhite : must repeal replace benghazi . # gopdebates,positive
8339,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
8340,RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …,rt @ supermanhotmale : pres obama brain little toe totally fucking idiot whole family combined …,negative
8341,"""The purpose of the military is to kill people and break things.."" My soul is aching... My God! #GOPDebates",`` purpose military kill people break thing .. '' soul aching ... god ! # gopdebates,negative
8342,"RT @KimAcheson: In two hours and with ten candidates the word ""peace"" has yet to be said. Citizens of America I give you your GOP. #GOPDeba…",rt @ kimacheson : two hour ten candidate word `` peace '' yet said . citizen america give gop . # gopdeba…,positive
8343,RT @DrenzPen: My feelings for each #GOPDebate candidate http://t.co/lLlPAgV2jj,rt @ drenzpen : feeling # gopdebate candidate http : //t.co/lllpagv2jj,positive
8344,"RT @samswey: The police divide us by policing black communities in a more violent way, giving us different realities re: police violence. #…","rt @ samswey : police divide u policing black community violent way , giving u different reality : police violence . # …",negative
8345,"Never Forget: Ted Cruz Never Supported Amnesty.
#GOPDebate",never forget : ted cruz never supported amnesty . # gopdebate,negative
8346,#GOPDebates @megynkelly became the Republican version of @CandyCrowley tonight @TomiLahren @slone @CWforA @realDonaldTrump,# gopdebates @ megynkelly became republican version @ candycrowley tonight @ tomilahren @ slone @ cwfora @ realdonaldtrump,positive
8347,RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : @ realdonaldtrump pledge support gop establishment sold obama ? # gopdebate # gopdebates 🇺🇸,positive
8348,Huckabee is a travesty. #GOPDEBATES,huckabee travesty . # gopdebates,negative
8349,#GOPDebate @RealAlexJones did ted cruz make a name for himself after saying americans deserve to know the truth,# gopdebate @ realalexjones ted cruz make name saying american deserve know truth,positive
8350,"RT @AnnTelnaes: God, I hope the field gets smaller soon... http://t.co/9vn7Q9aE2k #GOPDebate #2016election #TooManyToDraw http://t.co/FVEHo…","rt @ anntelnaes : god , hope field get smaller soon ... http : //t.co/9vn7q9ae2k # gopdebate # 2016election # toomanytodraw http : //t.co/fveho…",positive
8351,RT @michellemalkin: #gopdebate fact check via Julia Hahn==&gt; Marco Rubio: Still a fraud on border security/national security ==&gt; http://t.co…,rt @ michellemalkin : # gopdebate fact check via julia hahn== & gt ; marco rubio : still fraud border security/national security == & gt ; http : //t.co…,positive
8352,RT @savvyliterate: Don’t anyone dare vote for Scott Walker. He would rather let a mother die than concede that he’s wrong about how pregnan…,rt @ savvyliterate : ’ anyone dare vote scott walker . would rather let mother die concede ’ wrong pregnan…,negative
8353,RT @Oni_and_LaMae: For my fellow #tytlive folks without cable...but still watching @TheYoungTurks live coverage of the #GOPDebate! http://t…,rt @ oni_and_lamae : fellow # tytlive folk without cable ... still watching @ theyoungturks live coverage # gopdebate ! http : //t…,positive
8354,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
8355,RT @namenzie: Safe to say every person of color knows this. We usually aren't the ones who need convincing. #BenCarson #GOPDebate http://t.…,rt @ namenzie : safe say every person color know . usually n't one need convincing . # bencarson # gopdebate http : //t.…,positive
8356,Bill O'Reilly: Pandering O http://t.co/UoHxh0nrKZ  #1A☢#StopIran #GopDebate►http://t.co/ZWmstJJH16◄#19T$ #CruzCrew #rush #ycot #tiot #sot,bill o'reilly : pandering http : //t.co/uohxh0nrkz # 1a☢ # stopiran # gopdebate►http : //t.co/zwmstjjh16◄ # 19t $ # cruzcrew # rush # ycot # tiot # sot,positive
8357,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
8358,@realDonaldTrump lives to fight another day. Odds seem to ever be in his favor. #GOPDebate #hungergames #DonaldTrump http://t.co/eG6X6onkKT,@ realdonaldtrump life fight another day . odds seem ever favor . # gopdebate # hungergames # donaldtrump http : //t.co/eg6x6onkkt,positive
8359,RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…,rt @ monaeltahawy : 'll tell one good thing # gopdebates : candidate tripping outdo sexism…,positive
8360,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,rt @ rwsurfergirl : fox news obviously trying influence makeup republican field . 🇺🇸 # gopdebate # gopdebates,positive
8361,Why Did Chris Christie Say He Was A U.S. Attorney On 9/11 When He Wasn’t? http://t.co/JgDzIE6Cwz via @thinkprogress #GOPDebate,chris christie say u.s. attorney 9/11 ’ ? http : //t.co/jgdzie6cwz via @ thinkprogress # gopdebate,positive
8362,"Trump = Obama = Paranoid egomaniacs always blaming others. 

#DemocratsThinkAlike

#GOPDebate",trump = obama = paranoid egomaniac always blaming others . # democratsthinkalike # gopdebate,negative
8363,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
8364,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
8365,@sbellelauren @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,@ sbellelauren @ dr_drewzc : # blacklivesmatter cop killing movement . # gopdebates,negative
8366,"RT @kellykade: You mean to tell me I can stream an infinite amount of free porn, but need a cable subscription for the GOP Debate!? #SMDH  …","rt @ kellykade : mean tell stream infinite amount free porn , need cable subscription gop debate ! ? # smdh …",positive
8367,RT @Leapoverthat: #GOPDebate had lower attendance than the national spelling bee and its opponents are probably less qualified http://t.co/…,rt @ leapoverthat : # gopdebate lower attendance national spelling bee opponent probably le qualified http : //t.co/…,negative
8368,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
8369,RT @ncsr18: Muppet show. #GOPdebates,rt @ ncsr18 : muppet show . # gopdebates,positive
8370,"If @realDonaldTrump were the Titanic, the iceberg would sink. #GOPDebate","@ realdonaldtrump titanic , iceberg would sink . # gopdebate",positive
8371,#FoxDebates hates Trump because he doesn't need Koch money. #GOPDebates,# foxdebates hate trump n't need koch money . # gopdebates,negative
8372,"RT @letsgetfree13: Megyn Kelly: How would you defeat ISIS in 90 days?

Ted Cruz: With my Green Lantern ring, of course.

#GOPdebates","rt @ letsgetfree13 : megyn kelly : would defeat isi 90 day ? ted cruz : green lantern ring , course . # gopdebates",negative
8373,"I didn't watch the #GOPDebates tonight, so I was going to ask who won. Then I figured, I did.","n't watch # gopdebates tonight , going ask . figured , .",positive
8374,I loved it in the #GOPdebate when @JohnKasich said issue of #gaymarriage is planted to create discord #divideandconquer,loved # gopdebate @ johnkasich said issue # gaymarriage planted create discord # divideandconquer,positive
8375,This Roast of Hilary Clinton needs Jeff Ross #GOPDebates,roast hilary clinton need jeff ross # gopdebates,positive
8376,"The Chair of the DNC doesn't know the FN difference between being a Democrat &amp; a Socialist, but Trump called someone a ""fat pig."" #GOPDebate","chair dnc n't know fn difference democrat & amp ; socialist , trump called someone `` fat pig . '' # gopdebate",positive
8377,"RT @Bipartisanism: When watching the #GOPDebate remember that ""Jose didn't take your job, Goldman Sachs did. http://t.co/ChHZB49T0W","rt @ bipartisanism : watching # gopdebate remember `` jose n't take job , goldman sachs . http : //t.co/chhzb49t0w",positive
8378,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
8379,Can we stop making sweeping statements about other candidates policies. There are no absolutes #GOPDebate,stop making sweeping statement candidate policy . absolute # gopdebate,negative
8380,RT @fieldnegro: GOP respects life....just not black ones. #GOPDebates,rt @ fieldnegro : gop respect life .... black one . # gopdebates,positive
8381,"RT @marty_allen: When Fox News knows you're full of shit (Donald Trump), you know you hecked up. #GOPDebate","rt @ marty_allen : fox news know 're full shit ( donald trump ) , know hecked . # gopdebate",negative
8382,"RT @bobcesca_go: Trump won the debate. Christie, I think, was a strong second. #GOPDebate","rt @ bobcesca_go : trump debate . christie , think , strong second . # gopdebate",positive
8383,Kelly is less credible now @sassyandcowgirl: WTH @megynkelly Do we really give a damn what @DWStweets lies about. #GOPDebates,kelly le credible @ sassyandcowgirl : wth @ megynkelly really give damn @ dwstweets lie . # gopdebates,negative
8384,"RT @monaeltahawy: Carson, Carson, Carson: dammit man! Say the words racism and white supremacy to that audience! #BlackLiveMatter #GOPDebat…","rt @ monaeltahawy : carson , carson , carson : dammit man ! say word racism white supremacy audience ! # blacklivematter # gopdebat…",negative
8385,"RT @metanoiajawbone: Another performance like that, and #CarlyFiorina will have political operatives of both sides digging in her backgroun…","rt @ metanoiajawbone : another performance like , # carlyfiorina political operative side digging backgroun…",positive
8386,"RT @Fingers_of_Fury: It's ""fewer"" records, not ""less"" records, Rand Paul. Sorry, pally. My president knows the difference. #GOPDebate","rt @ fingers_of_fury : 's `` fewer '' record , `` le '' record , rand paul . sorry , pally . president know difference . # gopdebate",negative
8387,And what a big mistake it was for Wallace to question @realDonaldTrump's business tactics. Never question Trump on business #GOPDebate,big mistake wallace question @ realdonaldtrump 's business tactic . never question trump business # gopdebate,negative
8388,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
8389,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates","rt @ lrihendry : # tedcruz president , always tell truth , said would . # gopdebates",positive
8390,#FoxNews didn't ask good questions. #GOPDebates #FoxDebate  https://t.co/c7tQp8cUaF,# foxnews n't ask good question . # gopdebates # foxdebate http : //t.co/c7tqp8cuaf,negative
8391,#Bush is a good Catholic. #GOPDebates,# bush good catholic . # gopdebates,positive
8392,RT @EqualityPrius: After tonight's #Circus #GOPClownCar #GOPDebate - More convinced than ever @HillaryClinton needs to be next #POTUS http:…,rt @ equalityprius : tonight 's # circus # gopclowncar # gopdebate - convinced ever @ hillaryclinton need next # potus http : …,positive
8393,Lmfao #GOPDebate http://t.co/GUip1NI8m7,lmfao # gopdebate http : //t.co/guip1ni8m7,positive
8394,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
8395,These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates,fox news debate comedy laugh store ... 's fun . # gopdebates,positive
8396,"RT @kwrcrow: Even after biased attacks by @FoxNews, @realDonaldTrump wins #GOPDebates.","rt @ kwrcrow : even biased attack @ foxnews , @ realdonaldtrump win # gopdebates .",negative
8397,"RT @TDsVoice: “@peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA http://t.co/MkoXvDXoPz”",rt @ tdsvoice : “ @ peddoc63 : go carly📢 go carly📢 go carly📢 @ carlyfiorina # carly2016 # gopdebate @ steph93065 @ maydnusa http : //t.co/mkoxvdxopz ”,positive
8398,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
8399,"After #GOPDebate #FeelTheBern can step over fallen #Hillary2016
#Justice #FBI #FEC to dissect too of 22nd Amendment: http://t.co/4ljEUG3gyE?",# gopdebate # feelthebern step fallen # hillary2016 # justice # fbi # fec dissect 22nd amendment : http : //t.co/4ljeug3gye ?,positive
8400,RT @bengeesaman: Trump answers every question with an insult that is completely off topic. 😂 #GOPDebate,rt @ bengeesaman : trump answer every question insult completely topic . 😂 # gopdebate,negative
8401,RT @ouleye_ndoye: Aaand the question about the racial divide goes to ... *drum roll* ... the only black man on stage. #GOPdebates #overit,rt @ ouleye_ndoye : aaand question racial divide go ... * drum roll * ... black man stage . # gopdebates # overit,positive
8402,"RT @faseidl: Let's just admit it: #Trump is the best showman and that's what it takes to ""win"" a show like the #GOPDebate",rt @ faseidl : let 's admit : # trump best showman 's take `` win '' show like # gopdebate,positive
8403,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,rt @ rwsurfergirl : @ megynkelly posed adult pictures.should bring ? # gopdebate # gopdebates,positive
8404,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
8405,Anyone but Rand Paul... #GOPDebates,anyone rand paul ... # gopdebates,positive
8406,"RT @NerdyNegress: #GOPdebates
This is No damn Christian revival. Cut it out.",rt @ nerdynegress : # gopdebates damn christian revival . cut .,negative
8407,RT @RWSurferGirl: .@GovChristie Just got his ass served to him by @RandPaul 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : . @ govchristie got as served @ randpaul 🇺🇸 # gopdebates # gopdebates,positive
8408,"@facebook @instagram do you know how ironic it is that you are censoring @Dreamdefenders for speaking out?
#KKKorGOP #GOPDebate",@ facebook @ instagram know ironic censoring @ dreamdefenders speaking ? # kkkorgop # gopdebate,negative
8409,"How everyone watching the #GOPDebate last night felt after any of the candidates gave an answer to any question! 😒
 https://t.co/Bmz0MvesEa",everyone watching # gopdebate last night felt candidate gave answer question ! 😒 http : //t.co/bmz0mvesea,positive
8410,RT @pattonoswalt: They're talking about Hilary like she's John Wick. I love it. #GOPDebate,rt @ pattonoswalt : 're talking hilary like 's john wick . love . # gopdebate,positive
8411,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
8412,"This is like the TV show ""Review"" right?  They have to review obvious topics and fuck them up.  #GOPDebates",like tv show `` review '' right ? review obvious topic fuck . # gopdebates,negative
8413,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,rt @ ericstonestreet : trump cam hand . # gopdebates,positive
8414,RT @curlyheadRED: White people arguing over their retirement plans &amp; Black people cant even live long enough to retire in this damn country…,rt @ curlyheadred : white people arguing retirement plan & amp ; black people cant even live long enough retire damn country…,negative
8415,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
8416,All the tweets about the #GOPDebate are hilarious 👌🏻 (aka Trump is the biggest joke of 2015; thanks for all the laughs 😂),tweet # gopdebate hilarious 👌🏻 ( aka trump biggest joke 2015 ; thanks laugh 😂 ),positive
8417,"RT @monaeltahawy: #GOPDebates misogyny no surprise considering 10 men on a stage, pontificating about our bodies #WhereRWomen http://t.co/L…","rt @ monaeltahawy : # gopdebates misogyny surprise considering 10 men stage , pontificating body # whererwomen http : //t.co/l…",positive
8418,"Lol, fun! Aghhh I'm pumped! This is a nerds favorite sport!! #GOPDebates","lol , fun ! aghhh 'm pumped ! nerd favorite sport ! ! # gopdebates",positive
